Registration Number,Annual Turnover,Cuisine,City,Restaurant Location,Opening Day of Restaurant,Facebook Popularity Quotient,Endorsed By,Instagram Popularity Quotient,Fire Audit,Liquor License Obtained,Situated in a Multi Complex,Dedicated Parking,Open Sitting Available,Resturant Tier,Restaurant Type,Restaurant Theme,Restaurant Zomato Rating,Restaurant City Tier,Order Wait Time,Staff Responsivness,Value for Money,Hygiene Rating,Food Rating,Overall Restaurant Rating,Live Music Rating,Comedy Gigs Rating,Value Deals Rating,Live Sports Rating,Ambience,Lively,Service,Comfortablility,Privacy
23235,32500000,"turkish,nigerian",Noida,Near Party Hub,01-10-2011,91.2,Tier A Celebrity,80,0,1,1,0,1,1,Bar,Greek,3,1,2,7,6,8,5,7,5,2,NA,NA,6,7,0,3,4
23236,47000000,"tibetan,italian",Bangalore,Near Party Hub,17-08-2007,76.64,Not Specific,59,0,1,1,1,1,2,Bar,Arabian,2,1,5,4,4,2,5,7,3,NA,NA,NA,5,6,3,4,5
23237,14500000,"british,japanese",Hyderabad,Near Party Hub,18-03-2012,89.5,Not Specific,93.9,0,1,0,0,1,2,Bar,Arabian,3,0,2,5,6,6,6,10,5,NA,4,NA,6,4,3,4,4
23238,14500000,"tibetan,greek",New Delhi,Near Party Hub,30-05-2009,68.83,Not Specific,69.6,1,1,0,1,1,2,Bar,Greek,2,0,1,4,5,5,5,7,3,2,NA,NA,9,9,8,0,9
23239,30000000,"tibetan,italian",Gurgaon,Near Party Hub,23-04-2011,81.5,Tier A Celebrity,85,1,1,1,1,1,1,Bar,Greek,2,1,6,6,6,8,5,7,4,3,NA,NA,6,8,7,4,8
23240,24500000,"welsh,thai",Greater Noida,Near Party Hub,29-04-2011,72,Tier A Celebrity,62.8,1,1,1,1,1,2,Bar,Greek,2,0,2,4,4,4,9,9,4,4,NA,NA,8,4,5,6,3
23241,48000000,"tibetan,greek",Bangalore,Near Party Hub,21-06-2007,84.5,Not Specific,93.6,0,1,1,1,1,2,Caffee,Arabian,3,0,4,4,5,6,10,10,4,NA,NA,NA,7,8,4,4,7
23242,36500000,"british,japanese",Hyderabad ,Near Party Hub,23-04-2011,91.5,Not Specific,88.5,0,1,1,1,1,2,Bar,Greek,2,0,3,4,4,7,6,7,3,2,NA,NA,4,3,3,2,2
23243,150000000,"tibetan,greek",Bangalore,Near Party Hub,12-08-2012,90.2,Tier A Celebrity,84.8,1,1,0,1,1,1,Bar,Arabian,2,1,8,5,6,6,6,9,7,NA,4,NA,6,9,7,2,7
23244,37000000,"japanese,thai",Gurgaon,Near Party Hub,22-02-2011,79,Tier A Celebrity,78,1,1,0,0,1,2,Bar,Greek,2,0,8,5,5,6,6,9,3,4,NA,NA,9,9,7,1,9
23245,22000000,"indian,irish",Chennai,Near Business Hub,28-05-2012,85,Not Specific,74,1,1,1,1,1,2,Bar,90's,3,0,3,4,4,5,10,7,3,NA,3,NA,8,8,7,3,7
23246,48000000,"turkish,sapnish",Navi mumbai,Near Party Hub,19-09-2004,,Not Specific,56,1,1,0,1,1,2,Bar,Downtown,2,0,9,4,4,2,7,NA,NA,NA,NA,NA,,4,2,2,5
23247,35000000,"tibetan,greek",-1,Near Party Hub,27-07-2010,89,Tier A Celebrity,84.8,0,1,1,1,1,2,Bar,Greek,3,0,8,5,3,4,7,9,3,4,NA,NA,9,9,7,3,5
23248,10000000,"welsh,thai",ghaziabad,Near Business Hub,25-01-2010,58,Not Specific,64,1,1,1,1,0,2,Caffee,Arabian,3,0,7,3,4,3,10,10,3,NA,4,NA,8,7,5,5,6
23249,40000000,"tibetan,greek",Gurgaon,Near Business Hub,15-03-2008,,Not Specific,84.2,1,1,1,1,0,2,Bar,Greek,4,0,7,5,6,6,5,6,NA,2,NA,NA,6,7,5,3,8
23250,30000000,"turkish,sapnish",Noida,Near Party Hub,15-09-2010,74.7,Not Specific,73,0,1,0,1,1,2,Bar,Arabian,3,0,8,4,5,3,7,10,5,NA,4,NA,3,7,5,4,7
23251,60000000,"british,japanese",Chennai,Near Party Hub,18-05-2009,85,Not Specific,89,1,1,1,1,1,2,Bar,Greek,3,0,4,4,6,5,10,7,NA,2,NA,NA,2,7,3,2,5
23252,40000000,"algerian,algerian",Hyderabad,Near Party Hub,20-02-2009,69.5,Not Specific,90.5,1,1,1,1,1,2,Gastro Bar,Arabian,4,1,8,4,5,6,10,9,6,NA,5,NA,8,6,6,0,5
23253,32000000,"tibetan,greek",Noida,Near Business Hub,19-09-2010,86,Tier A Celebrity,91,1,1,1,1,1,2,Bar,Greek,3,0,9,4,4,4,7,10,NA,3,NA,NA,6,7,4,3,5
23254,24000000,"cuban,british",Chennai,Near Party Hub,13-12-2011,91.5,Not Specific,75.5,0,1,1,1,1,2,Bar,Nature,3,0,10,4,4,1,9,8,NA,NA,NA,3,4,5,6,7,6
23255,6000000,"irish,belgian",Noida,Near Party Hub,28-08-2007,84.3,Tier A Celebrity,70.2,1,1,1,1,1,2,Bar,Arabian,2,0,1,6,6,3,9,10,4,3,NA,NA,7,6,1,3,4
23256,18000000,"algerian,algerian",Lucknow,Near Party Hub,09-08-2011,62.3,Not Specific,75.6,1,1,1,1,0,1,Bar,Greek,3,0,6,5,4,5,9,9,NA,4,NA,NA,6,9,3,6,9
23257,39000000,"british,belgian",Thane,Near Business Hub,01-10-2010,85.8,Not Specific,77.4,1,1,1,1,1,2,Bar,Greek,2,0,4,5,6,6,6,8,NA,3,NA,NA,8,9,2,3,7
23258,30000000,"welsh,thai",New Delhi,Near Party Hub,10-03-2010,72,Not Specific,71,1,1,1,1,1,2,Bar,Arabian,3,1,6,4,3,5,8,8,4,NA,NA,NA,8,9,6,3,7
23259,45000000,"tibetan,greek",-1,Near Business Hub,12-01-2007,85.66,Tier A Celebrity,82,1,1,1,0,1,2,Bar,Arabian,3,0,9,4,6,6,6,9,5,NA,NA,NA,2,6,0,4,7
23260,21000000,"british,japanese",Chennai,Near Party Hub,06-10-2011,88.6,Not Specific,74.16,1,1,1,1,1,2,Bar,90's,3,0,2,4,4,4,8,10,4,NA,4,NA,8,7,5,0,8
23261,18000000,"algerian,belgian",-1,Near Party Hub,31-01-2011,76.8,Not Specific,64,0,1,1,1,1,2,Bar,Chinese,3,0,8,3,5,5,8,8,NA,NA,NA,NA,7,10,8,0,9
23262,32500000,"tibetan,italian",Pune,Near Party Hub,22-09-2011,82,Tier A Celebrity,80,1,1,1,1,1,2,Bar,Greek,3,0,2,5,5,5,7,10,NA,3,NA,NA,6,8,6,3,8
23263,30000000,"welsh,thai",noida,Near Business Hub,14-12-2012,85,Tier A Celebrity,80,1,1,1,1,0,2,Bar,Arabian,3,0,3,6,5,5,5,9,6,NA,5,NA,6,7,3,1,7
23264,60000000,"indian,irish",Hyderabad,Near Party Hub,29-12-2007,87.87,Not Specific,93.9,1,1,0,1,1,2,Bar,Greek,3,1,5,4,5,6,7,7,3,2,NA,NA,6,7,4,7,8
23265,30000000,"peruvian,cuban",pune,Near Business Hub,27-09-2008,89,Tier A Celebrity,89.2,1,1,1,1,1,2,Bar,Arabian,3,0,9,5,5,5,10,10,4,NA,NA,NA,3,6,4,7,7
23266,30000000,"japanese,thai",Kolkata,Near Party Hub,23-01-2011,70.75,Not Specific,63,1,1,0,0,1,2,Bar,Greek,3,1,3,5,5,4,5,10,4,3,NA,NA,8,7,3,0,7
23267,20000000,"indian,irish",-1,Near Business Hub,19-01-2010,81.4,Tier A Celebrity,74,0,1,1,1,1,1,Bar,Arabian,3,1,8,4,5,6,6,9,5,NA,5,NA,8,8,8,0,9
23268,51500000,"tibetan,italian",Hyderabad,Near Business Hub,03-04-2010,88,Not Specific,92.1,1,1,1,1,1,2,Bar,Arabian,4,0,7,5,3,5,8,8,4,2,NA,NA,8,9,6,5,5
23269,12000000,"peruvian,cuban",New Delhi,Near Party Hub,24-07-2009,73.5,Tier A Celebrity,79.67,0,1,1,1,0,2,Bar,Arabian,3,0,6,5,5,6,6,9,5,NA,NA,NA,7,7,0,3,8
23270,36000000,"tibetan,italian",Hyderabad,Near Business Hub,09-01-2010,94,Not Specific,98.2,1,1,1,1,0,2,Bar,Greek,4,1,3,4,5,5,10,7,NA,3,NA,NA,5,8,4,5,5
23271,15000000,"chinese,salvadorian",Delhi,Near Party Hub,20-08-2010,64.4,Tier A Celebrity,65.6,0,1,0,1,1,2,Bar,90's,2,0,7,3,5,5,7,10,4,NA,NA,NA,5,6,5,7,7
23272,110000000,"indian,irish",Greater Noida,Near Party Hub,26-07-2007,83.69,Not Specific,76.67,1,1,0,1,1,1,Bar,Greek,5,0,8,4,6,7,7,10,6,3,NA,NA,4,7,4,2,8
23273,22500000,"polish,jewish",Allahabad,Near Business Hub,23-09-2011,67,Not Specific,77,1,1,1,1,1,2,Bar,Greek,3,0,6,3,4,4,8,NA,NA,NA,NA,NA,6,6,6,4,6
23274,30000000,"welsh,thai",New Delhi,Near Party Hub,20-01-2001,75.2,Tier A Celebrity,61.2,1,1,1,1,1,1,Bar,Arabian,2,1,3,5,5,6,5,9,6,NA,NA,NA,3,5,3,3,4
23275,20000000,"british,japanese",chennai,Near Business Hub,25-10-2009,82,Tier A Celebrity,75,1,1,1,1,1,2,Bar,Belise,2,1,6,5,4,3,5,7,3,NA,NA,NA,4,5,2,4,7
23276,24000000,"turkish,nigerian",New Delhi,Near Party Hub,26-07-2010,90.6,Tier A Celebrity,78,1,1,1,1,0,1,Bar,Greek,2,0,7,7,5,6,8,7,3,2,NA,NA,4,7,2,2,6
23277,27500000,"algerian,korean",Hyderabad,Near Business Hub,28-12-2011,91.8,Not Specific,94.9,1,1,1,1,1,2,Bar,Arabian,3,0,4,5,5,4,7,6,4,NA,2,NA,7,6,3,1,5
23278,30000000,"irish,belgian",Hyderabad,Near Business Hub,06-10-2011,85,Tier A Celebrity,94,0,1,1,1,1,1,Bar,Greek,3,1,8,6,6,5,10,NA,5,NA,NA,NA,6,7,5,4,6
23279,22500000,"british,japanese",Gurgaon,Near Business Hub,20-08-2009,72,Tier A Celebrity,59,1,1,1,1,1,2,Bar,90's,2,0,4,5,5,1,7,7,3,NA,NA,NA,3,6,4,7,3
23280,12000000,"algerian,algerian",Noida,Near Party Hub,01-08-2007,50,Not Specific,64,1,1,1,1,1,2,Bar,Greek,3,0,8,3,3,4,10,8,NA,3,NA,NA,6,4,6,7,7
23281,45500000,"tibetan,greek",Delhi/NCR,Near Business Hub,07-10-2009,78,Tier A Celebrity,79.4,1,1,0,1,1,2,Bar,Arabian,3,0,8,4,5,6,5,9,5,NA,NA,NA,9,8,5,3,5
23282,19500000,"tibetan,greek",Kochi/Cochin,Near Party Hub,16-05-2012,78.2,Not Specific,76,1,1,0,1,1,2,Bar,Arabian,3,0,6,4,5,6,9,9,5,NA,4,NA,7,8,6,0,8
23283,38000000,"tibetan,greek",-1,Near Party Hub,07-09-2010,92.5,Not Specific,80.2,0,1,1,1,1,1,Bar,Greek,3,1,10,6,4,7,9,9,4,4,NA,NA,3,8,5,3,7
23284,32000000,"japanese,thai",Chennai,Near Party Hub,14-08-2011,73,Not Specific,73,0,1,1,1,1,2,Bar,Arabian,3,0,4,4,4,2,7,8,3,NA,3,NA,8,8,7,2,9
23285,10000000,"welsh,thai",-1,Near Business Hub,16-09-2011,79.6,Not Specific,87.2,1,1,1,0,1,2,Bar,Arabian,3,0,9,3,4,3,8,9,5,NA,5,NA,9,5,6,4,7
23286,20000000,"turkish,sapnish",Faridabad,Near Party Hub,03-09-2010,78,Tier A Celebrity,72,1,1,1,1,1,2,Bar,Arabian,3,0,8,4,5,5,6,10,5,NA,4,NA,4,0,2,4,5
23287,9500000,"algerian,belgian",Beawar,Near Business Hub,29-09-2011,90,Not Specific,88.4,1,1,1,1,1,2,Bar,Arabian,3,1,2,4,4,5,6,8,3,NA,NA,NA,9,8,7,2,10
23288,18500000,"swedish,greek",Bangalore,Near Party Hub,22-11-2003,87.58,Not Specific,82.71,1,1,1,1,1,2,Caffee,Arabian,3,1,8,4,5,5,7,8,4,NA,NA,NA,5,6,4,4,5
23289,11000000,"hawaiian,latvian",Pune,Near Party Hub,03-02-2006,58.8,Tier A Celebrity,65.5,1,1,1,1,1,2,Bar,Greek,1,1,10,5,4,4,8,8,NA,3,NA,NA,6,8,6,2,5
23290,28000000,"tibetan,greek",Pune,Near Party Hub,23-03-2009,62,Not Specific,73.8,1,1,1,1,1,2,Bar,Arabian,3,0,1,3,5,6,7,6,5,NA,2,NA,4,2,2,4,1
23291,14000000,"tibetan,italian",Hyderabad,Near Party Hub,22-09-2008,66,Not Specific,66.66,1,1,1,1,1,2,Bar,Arabian,2,0,10,4,5,7,5,9,5,NA,NA,NA,7,8,6,6,5
23292,38500000,"welsh,thai",Hyderabad,Near Business Hub,07-07-2008,81,Tier A Celebrity,81,1,1,1,1,0,2,Bar,Greek,3,0,3,4,4,5,10,6,NA,1,NA,NA,8,8,6,4,6
23293,47000000,"tibetan,italian",Chennai,Near Party Hub,31-07-2009,90,Not Specific,86,1,1,1,1,1,2,Bar,Arabian,3,1,4,6,6,4,8,10,4,NA,NA,NA,7,8,6,4,6
23294,24000000,"british,japanese",Gurgaon,Near Party Hub,30-04-2008,67,Tier A Celebrity,68,0,1,1,1,1,2,Bar,Arabian,2,0,8,4,4,5,7,8,3,NA,NA,NA,9,10,4,0,6
23295,50000000,"tibetan,greek",-1,Near Party Hub,20-11-2011,68,Tier A Celebrity,72,0,1,1,1,1,2,Bar,Arabian,3,0,2,4,5,5,8,9,5,NA,NA,NA,6,8,4,2,7
23296,12000000,"chinese,salvadorian",-1,Near Party Hub,13-12-2010,76,Tier A Celebrity,66,1,1,1,1,0,2,Bar,Arabian,2,0,6,6,5,4,7,10,3,NA,4,NA,7,6,4,2,5
23297,10000000,"turkish,sapnish",jaipur,Near Party Hub,10-06-2009,63.33,Not Specific,72.15,1,1,1,1,1,2,Bar,Arabian,2,1,7,4,5,4,5,10,4,NA,4,NA,6,8,3,4,6
23298,68000000,"turkish,sapnish",Bangalore,Near Business Hub,23-04-2007,91,Not Specific,85,1,1,0,1,0,2,Bar,Greek,3,1,1,4,4,4,10,7,3,3,NA,NA,6,8,4,1,7
23299,38000000,"tibetan,greek",Chennai,Near Party Hub,28-05-2011,88,Not Specific,90.03,1,1,0,1,1,2,Bar,Arabian,3,0,9,4,6,7,7,9,6,NA,NA,NA,5,4,2,2,4
23300,14500000,"indian,irish",Gurgaon,Near Party Hub,16-08-2010,66.5,Not Specific,66.4,0,1,1,1,1,2,Bar,Chinese,2,0,8,5,5,5,6,7,NA,3,NA,NA,5,8,5,2,6
23301,30000000,"chinese,salvadorian",Pune,Near Party Hub,12-05-2011,86.5,Not Specific,82.5,1,1,0,1,1,2,Bar,90's,2,1,3,4,3,4,10,9,4,NA,5,NA,6,5,4,5,3
23302,67500000,"algerian,belgian",Gurgaon,Near Party Hub,28-05-2012,72.2,Tier A Celebrity,70,0,1,1,1,1,2,Bar,Nature,2,0,10,5,5,6,8,10,3,NA,NA,4,9,9,4,2,8
23303,10000000,"british,japanese",Bhopal,Near Party Hub,12-04-2007,78,Not Specific,57.5,1,1,1,1,0,2,Bar,Arabian,2,0,8,4,5,4,8,9,5,NA,NA,NA,8,8,2,4,8
23304,25000000,"algerian,belgian",Aurangabad,Near Party Hub,02-06-2004,63.2,Tier A Celebrity,62.6,0,1,1,0,1,2,Bar,Greek,0,1,2,5,5,4,7,9,NA,4,NA,NA,4,9,6,7,6
23305,56000000,"british,japanese",-1,Near Party Hub,12-02-2008,62.88,Not Specific,77.5,1,1,1,1,1,2,Bar,90's,3,1,7,4,5,4,5,9,5,NA,NA,NA,6,6,4,2,8
23306,36000000,"japanese,thai",Pune,Near Business Hub,15-03-2008,84,Not Specific,80,1,1,1,1,1,2,Bar,Arabian,3,0,6,5,5,5,7,10,4,NA,NA,NA,5,10,7,2,8
23307,27500000,"algerian,belgian",Bangalore,Near Party Hub,06-08-2011,85.6,Tier A Celebrity,80.4,1,1,1,1,1,2,Bar,Arabian,2,1,4,5,6,6,10,9,4,NA,5,NA,6,7,5,4,4
23308,32500000,"turkish,nigerian",Noida,Near Party Hub,11-07-2009,85,Tier A Celebrity,68.6,1,1,1,1,1,2,Bar,Arabian,2,0,1,5,4,4,6,8,3,NA,NA,NA,5,7,4,5,4
23309,46000000,"welsh,thai",Hyderabad,Near Business Hub,09-10-2009,88.3,Not Specific,91.8,0,1,1,1,1,2,Bar,Arabian,2,1,10,5,5,6,5,10,4,NA,NA,NA,9,8,8,2,8
23310,43500000,"tibetan,italian",Noida,Near Business Hub,11-01-2009,82.5,Not Specific,85.23,1,1,1,1,1,2,Bar,Arabian,3,1,3,5,5,6,7,9,5,NA,NA,NA,4,5,3,6,6
23311,55000000,"tibetan,greek",Noida,Near Party Hub,23-12-2008,67,Not Specific,77,1,1,1,1,0,2,Bar,90's,3,0,8,5,5,4,10,8,4,NA,3,NA,8,8,3,0,9
23312,20000000,"irish,belgian",mohali,Near Party Hub,29-01-2010,90.1,Tier A Celebrity,83.6,1,1,1,1,1,2,Bar,Greek,3,0,8,6,4,5,9,9,NA,4,NA,NA,5,8,3,4,6
23313,12000000,"tibetan,italian",Chennai,Near Party Hub,05-05-2010,84,Not Specific,77.77,1,1,0,1,1,2,Bar,90's,2,0,5,3,3,3,5,7,3,NA,3,NA,4,7,3,7,2
23314,41500000,"tibetan,greek",Bangalore,Near Party Hub,17-07-2009,73.66,Tier A Celebrity,63.16,0,1,1,0,1,2,Bar,Greek,3,0,5,4,5,4,7,NA,4,NA,3,NA,7,7,6,3,6
23315,30000000,"welsh,thai",-1,Near Party Hub,19-08-2009,67.8,Tier A Celebrity,65.6,1,1,1,1,1,1,Bar,Moonrise,3,0,1,4,4,5,5,NA,5,NA,3,NA,8,7,1,2,4
23316,12000000,"welsh,thai",Noida,Near Party Hub,11-10-2005,63.8,Not Specific,63,1,1,1,1,1,1,Bar,Arabian,2,0,4,5,4,6,9,10,4,NA,NA,NA,3,9,7,5,8
23317,60000000,"tibetan,greek",Bangalore,Near Party Hub,26-07-2010,84,Tier A Celebrity,87,0,1,1,1,0,2,Bar,Arabian,3,1,5,7,6,6,7,10,4,NA,NA,NA,5,7,4,4,5
23318,70000000,"british,japanese",-1,Near Party Hub,27-10-2005,69.33,Not Specific,63,1,0,0,0,1,1,Caffee,Arabian,4,0,6,5,5,6,10,9,5,NA,NA,NA,7,8,5,1,6
23319,80000000,"indian,irish",Bangalore,Near Party Hub,15-10-2010,97.76,Not Specific,96.33,1,1,1,1,1,2,Bar,Greek,5,1,5,6,6,7,8,9,NA,5,NA,NA,10,8,5,3,7
23320,10000000,"welsh,thai",Panchkula ,Near Party Hub,26-06-2008,54,Not Specific,54,1,1,1,0,1,2,Caffee,Arabian,2,0,8,3,3,4,10,10,4,NA,NA,NA,6,7,5,5,7
23321,10000000,"irish,belgian",Noida,Near Party Hub,28-02-2011,74.5,Not Specific,73.6,0,1,1,1,1,2,Bar,Arabian,2,0,7,5,4,5,5,7,6,NA,3,NA,8,6,1,5,5
23322,57000000,"tibetan,greek",Bangalore,Near Party Hub,13-04-2010,89.12,Not Specific,73.3,1,1,1,0,0,2,Bar,Delicio,3,1,1,6,6,5,10,9,6,NA,NA,NA,6,7,5,3,7
23323,48000000,"peruvian,cuban",Bangalore,Near Business Hub,16-03-2009,89.92,Not Specific,77,1,1,1,1,1,2,Bar,Downtown,3,0,4,5,4,3,6,NA,NA,NA,NA,NA,8,10,6,4,8
23324,36000000,"tibetan,greek",Chandigarh,Near Party Hub,29-01-2011,72,Not Specific,53,1,1,1,1,0,2,Bar,Arabian,3,0,7,4,4,5,9,7,4,NA,3,NA,7,7,5,2,8
23325,11000000,"tibetan,greek",Chennai ,Near Business Hub,01-10-2008,94.8,Not Specific,84.09,1,1,1,1,0,2,Bar,Arabian,3,1,1,4,4,4,10,6,3,NA,NA,NA,3,4,2,3,3
23326,26500000,"british,japanese",Gurgaon,Near Party Hub,30-09-2010,91,Tier A Celebrity,86.8,1,1,1,1,1,1,Bar,Arabian,4,1,3,7,6,8,10,9,5,NA,NA,NA,6,5,4,2,4
23327,42000000,"tibetan,italian",Noida,Near Business Hub,08-10-2005,81.5,Tier A Celebrity,74.05,1,1,1,1,0,2,Caffee,Arabian,3,0,6,4,4,5,8,10,4,NA,NA,NA,7,7,5,6,6
23328,15000000,"indian,irish",Chennai,Near Business Hub,10-02-2012,87.8,Not Specific,90.91,1,1,0,0,1,2,Bar,Molino,3,0,1,3,5,4,5,8,4,NA,NA,NA,6,6,2,4,6
23329,14500000,"chinese,salvadorian",Kolkata,Near Party Hub,03-02-2009,71,Not Specific,74.2,1,1,1,1,1,2,Bar,Greek,4,1,2,6,4,4,10,7,NA,2,NA,NA,6,9,3,5,8
23330,18000000,"welsh,thai",-1,Near Party Hub,06-12-2009,66,Not Specific,58,1,1,1,1,1,2,Bar,Arabian,2,0,8,4,5,3,6,8,4,NA,3,NA,7,6,3,3,7
23331,35000000,"indian,irish",Pune,Near Party Hub,29-06-2009,81,Tier A Celebrity,85,0,1,1,1,0,1,Bar,Greek,4,1,1,5,5,7,9,8,5,3,NA,NA,6,7,5,0,7
23332,55000000,"peruvian,cuban",Hyderabad,Near Business Hub,26-12-2007,83.33,Tier A Celebrity,81.16,1,1,1,1,1,2,Bar,Greek,3,0,6,5,5,5,6,7,4,2,NA,NA,9,8,2,2,7
23333,30000000,"algerian,korean",Hyderabad,Near Party Hub,17-06-2003,74,Not Specific,40,1,1,0,1,0,2,Caffee,Arabian,2,0,1,5,4,3,10,8,4,NA,NA,NA,5,7,1,3,5
23334,33500000,"japanese,thai",Kolkata,Near Party Hub,07-06-2009,77,Tier A Celebrity,66,1,1,1,1,1,2,Bar,Chinese,3,1,7,5,5,4,9,6,4,NA,NA,NA,8,9,7,2,8
23335,59000000,"tibetan,greek",Hyderabad,Near Party Hub,04-03-2010,78,Not Specific,86.7,1,1,1,0,1,2,Bar,Arabian,3,1,8,4,4,4,10,9,5,NA,NA,NA,8,9,4,2,6
23336,31000000,"indian,irish",Bangalore,Near Party Hub,26-11-2011,87.52,Not Specific,74.5,1,1,1,1,1,2,Bar,Arabian,3,1,4,5,4,2,9,10,4,NA,4,NA,9,8,6,0,7
23337,18000000,"algerian,belgian",Sonipat,Near Party Hub,15-09-2009,83,Tier A Celebrity,81,1,1,1,1,0,2,Bar,Greek,3,0,10,4,6,7,8,9,2,NA,NA,NA,4,7,6,0,6
23338,32500000,"turkish,nigerian",New Delhi,Near Business Hub,17-11-2010,92.6,Tier A Celebrity,89.9,1,1,1,0,1,2,Bar,Arabian,4,0,1,7,6,5,7,9,5,NA,NA,NA,8,9,6,3,9
23339,12000000,"tibetan,italian",Noida,Near Business Hub,03-05-2009,81.6,Tier A Celebrity,72,1,1,0,1,1,2,Bar,90's,3,0,8,4,6,4,5,10,4,NA,NA,NA,8,6,3,4,8
23340,31000000,"british,japanese",Chennai,Near Party Hub,05-04-2012,86.5,Not Specific,90.7,1,1,0,1,1,1,Bar,Greek,2,0,7,3,3,3,9,10,NA,NA,NA,NA,7,6,6,5,7
23341,11000000,"indian,irish",Noida,Near Party Hub,13-06-2011,86,Tier A Celebrity,65,1,1,0,1,1,2,Bar,90's,2,0,8,6,5,7,5,10,4,NA,NA,NA,8,10,5,2,9
23342,32500000,"tibetan,greek",-1,Near Party Hub,04-06-2011,88.2,Tier A Celebrity,80.8,1,1,1,1,0,2,Bar,Arabian,3,0,8,7,5,5,10,9,5,NA,7,NA,10,9,4,0,7
23343,50000000,"welsh,thai",-1,Near Party Hub,31-08-2009,70.6,Tier A Celebrity,81.6,1,1,1,1,1,2,Bar,90's,4,1,3,6,5,6,6,9,5,NA,NA,NA,6,3,1,7,9
23344,42500000,"turkish,nigerian",Bangalore,Near Business Hub,15-04-2007,69.4,Tier A Celebrity,60,0,1,0,1,1,2,Bar,Greek,2,0,4,3,4,5,6,7,NA,2,NA,NA,7,7,4,4,7
23345,31500000,"tibetan,greek",Bangalore,Near Party Hub,25-08-2011,83.8,Tier A Celebrity,65.6,1,1,0,1,1,2,Bar,90's,2,0,5,6,6,5,5,9,6,NA,4,NA,8,9,7,1,8
23346,18000000,"indian,irish",New Delhi,Near Party Hub,23-04-2010,82,Tier A Celebrity,81,1,1,1,0,1,2,Bar,Greek,2,0,8,4,4,4,6,9,3,5,NA,NA,3,6,3,4,7
23347,18000000,"chinese,salvadorian",New Delhi,Near Party Hub,17-09-2008,75.8,Tier A Celebrity,57.8,1,1,1,1,1,2,Bar,Greek,2,1,2,4,4,3,9,6,3,2,NA,NA,4,5,4,5,6
23348,32000000,"british,japanese",Bangalore,Near Party Hub,20-01-2011,88.8,Tier A Celebrity,82,0,1,1,1,1,2,Bar,Greek,3,1,5,7,5,6,7,9,5,4,4,NA,10,10,7,1,7
23349,32000000,"polish,jewish",Bangalore,Near Party Hub,11-12-2010,83,Not Specific,55,0,1,1,1,1,2,Bar,Arabian,2,1,5,5,4,3,6,10,5,NA,4,NA,4,6,2,3,5
23350,32500000,"tibetan,greek",Chandigarh,Near Party Hub,28-11-2010,78.6,Tier A Celebrity,78.2,1,1,0,1,1,1,Bar,Greek,3,1,6,4,5,6,5,7,NA,2,NA,NA,5,7,5,2,8
23351,31500000,"indian,irish",Mumbai,Near Party Hub,27-02-2012,80,Tier A Celebrity,65.2,1,1,1,1,1,2,Bar,Arabian,2,0,2,6,5,6,7,10,6,NA,4,NA,6,5,3,4,7
23352,30500000,"tibetan,italian",Kolkata,Near Business Hub,22-08-2010,88.44,Tier A Celebrity,94.6,1,1,0,1,1,2,Bar,Arabian,4,0,5,6,4,6,6,9,5,NA,5,NA,6,8,6,4,6
23353,30000000,"tibetan,greek",Bangalore,Near Party Hub,15-07-2009,89,Tier A Celebrity,71,0,1,1,0,0,2,Bar,Arabian,1,0,2,5,5,6,6,9,5,NA,NA,NA,9,8,6,4,7
23354,27500000,"welsh,thai",-1,Near Party Hub,01-09-2011,90,Tier A Celebrity,67.8,1,1,1,1,1,2,Bar,Arabian,3,0,9,4,4,5,8,9,5,NA,NA,NA,6,6,6,0,6
23355,41000000,"welsh,thai",Bangalore,Near Party Hub,09-01-2011,73,Tier A Celebrity,77,1,1,1,1,1,2,Bar,Greek,3,0,5,4,5,5,8,7,NA,2,NA,NA,8,8,2,3,7
23356,40000000,"tibetan,greek",Bangalore,Near Party Hub,17-07-2008,77.33,Not Specific,77.4,1,1,1,1,0,2,Bar,Greek,3,0,7,6,5,6,9,7,4,3,NA,NA,8,8,7,5,7
23357,27500000,"welsh,thai",Lucknow,Near Party Hub,21-09-2009,54,Tier A Celebrity,53,0,1,1,1,0,2,Bar,90's,3,0,3,4,4,5,9,8,4,NA,NA,NA,3,6,3,3,7
23358,30000000,"tibetan,greek",Greater Noida,Near Party Hub,27-10-2009,69.2,Tier A Celebrity,71.2,0,1,1,1,1,2,Bar,Greek,2,0,10,4,5,5,9,7,NA,3,NA,NA,3,9,6,3,6
23359,30000000,"welsh,thai",Bangalore,Near Business Hub,30-04-2009,87,Tier A Celebrity,60,1,1,1,1,1,2,Bar,Arabian,3,0,2,5,6,4,10,10,5,NA,4,NA,8,10,8,1,9
23360,12000000,"algerian,korean",Greater Noida,Near Party Hub,28-12-2012,60,Not Specific,60.06,1,1,1,1,1,2,Bar,Arabian,2,0,4,3,3,2,9,8,3,NA,3,NA,9,5,7,4,6
23361,36000000,"tibetan,italian",Hyderabad,Near Party Hub,02-01-2011,83.3,Not Specific,92.4,1,1,1,1,1,2,Bar,Greek,2,0,2,5,5,5,7,NA,4,NA,3,NA,8,7,6,3,8
